project_id,project_name,country,archetype,outlier_score,ext_terms,crypto_terms,cluster_id,what_is_actually_built,neighborhood_sparsity,local_density,raw_bridge_score,norm_sparsity,archetype_freq,archetype_uniqueness,cross_domain_vocab,norm_cross_domain,cluster_size,final_outlier_score,commodity_score
2205_Aspens Markets,Aspens Markets,Unknown,CROSSCHAIN_BROKERAGE_PROTOCOL,0.866,0,1,-1,A crosschain brokerage layer that enables listing tokens on one chain and settling them against tokens on another chain.,0.24283654671027466,151,0.8,0.5103780518702332,1,1.0,0.0,0.0,728,0.8317197941763386,0.003182401350510186
0763_ChainStaking,ChainStaking,Unknown,GAMIFIED_STAKING_PROTOCOL,0.917,0,0,-1,"The project has everything built and is currently in the debugging phase, undergoing devnet testing in preparation for Mainnet deployment.",0.2349534051365482,170,0.4,0.4938097778870918,1,1.0,0.0,0.0,728,0.8303180203101751,0.003667158142809637
1116_FlashPool,FlashPool,Unknown,GROUP_PAYMENT_COORDINATOR,0.903,0,1,-1,"A platform on Solana devnet that allows users to create group pools, share links for contributions, accept USDC contributions, and track contributions in real-time. It includes functionality for automatic fund unlocking upon goal achievement and refunds for missed deadlines, secured by a smart contract.",0.2654456778739568,158,0.2,0.5578964525151162,1,1.0,0.0,0.0,728,0.8299907256923553,0.0031239161751622966
2328_Tasky,Tasky,Unknown,DECENTRALIZED_SERVICE_MARKETPLACE,0.865,0,3,26,"A web application with a client dashboard, assignment creation functionality, a discussion panel, meeting scheduling with URL generation, and a mechanism to lock and release Solana tokens via a Program Derived Address (PDA). It also includes an expert account view, an admin panel for dispute resolution, an analytical panel showing assignment categories and activity, user profiles, activity logs, and a live blockchain feed of smart contract events.",0.2394727460642446,200,0.8,0.5033082345636605,1,1.0,0.0,0.0,80,0.8291122514592134,0.004256868131533561
2429_BladTrade,BladTrade,Unknown,SOCIAL_PREDICTION_MARKET,0.882,0,1,-1,An application that facilitates trading and betting on tokenized stocks.,0.26226639639682664,85,0.4,0.5512144455905953,1,1.0,0.0,0.0,728,0.8286731084168024,0.0016953368009364003
1098_FundWise,FundWise,Unknown,GROUP_EXPENSE_MANAGER,0.903,0,1,-1,"The 'Split Mode' functionality is built and demonstrated, allowing users to create private groups, add expenses, track balances, and settle USDC. Users can connect their wallet, create a group, invite friends, add expenses, and initiate a Solana transaction for settlement, with receipts viewable on an explorer.",0.2625141570386348,158,0.2,0.5517351727851185,1,1.0,0.0,0.0,728,0.8281794369664622,0.0031491781550808126
0085_Hoomi Ride,Hoomi Ride,Unknown,DECENTRALIZED_RIDE_HAILING_PLATFORM,0.933,0,0,-1,"A prototype demonstrating the core ride-hailing flow, including a driver console, rider pickup, destination tracking, and payment confirmation via QR/bank.",0.23624934544958925,80,0.2,0.4965335009068361,1,1.0,0.0,0.0,728,0.8278261703042205,0.0017190703670371512
2364_AIrth,AIrth,Unknown,AI_OPTIMIZATION_PLATFORM,0.712,5,0,3,"The platform uses IOT sensors to gather real-time energy data from buildings, which is then passed to an IOT core for secure device management. This data goes to an AI engine where machine learning algorithms forecast energy demand and identify electricity system abnormalities. An interactive, user-friendly dashboard is built using Firebase and Chart.js to display energy usage and carbon footprint.",0.15778504920075803,228,1.0,0.33162234892679143,1,1.0,5.0,1.0,108,0.8270291477324762,0.006390608839989054
0914_NUDGE,NUDGE,Unknown,GAMIFIED_DEFI_ASSISTANT,0.918,0,2,-1,"A web interface with wallet connection, a quiz module, a dashboard displaying a chatbot interface named Lita, a chatbot capable of displaying wallet portfolios, a chatbot capable of displaying on-chain protocol data (e.g., Kamino positions), and a chatbot capable of displaying integrated DeFi protocols (Kamino, Jupiter). It also includes an RPG-like system for earning XP and leveling up.",0.20863474301068438,242,0.6,0.4384949264547191,1,1.0,0.0,0.0,728,0.8263449336943552,0.005665466392991279
1510_GHBounty,GHBounty,Unknown,AI_POWERED_BOUNTY_PLATFORM,0.931,0,2,-1,"A web application dashboard for companies to create and fund bounties, and for developers to view open bounties and submit pull requests. It includes Phantom wallet integration for login and transaction approval, a system for AI validators to review submitted PRs, a notification mechanism for evaluation results, and a company interface to view AI reasoning, select a winner, and initiate payment.",0.216366560085339,176,0.4,0.45474515645278996,1,1.0,0.0,0.0,728,0.826242108552678,0.004019640470827979
1051_Legion,Legion,Unknown,GAS_ABSTRACTION_LAYER,0.869,0,2,-1,"A live transaction layer accessible via legiontx.com that enables gas fee abstraction. It allows users to connect their wallet, select a gas token, and send supported tokens to a recipient, with a backend handling the transaction signing and native gas payment.",0.24999145851736881,196,0.6,0.5254157799176711,1,1.0,0.0,0.0,728,0.8259688910858628,0.004046352748033954
1750_Wallet Deploy,Wallet Deploy,Unknown,PROGRAM_DEPLOYMENT_TOOL,0.921,0,1,-1,"A web-based application that connects to a Tango Wallet via WalletConnect, allows users to upload a Solana program (.so file), authorize and fund the deployment, sign the transaction using the cold wallet, and deploy the program on-chain. It includes a feature to compare transaction code on-screen with the code on the phone to address blind signing. The application also has features to scan for programs controlled by the user and unlock locked program buffers. A Visual Studio Code version is available.",0.18579832561735055,187,0.8,0.3904988304024601,1,1.0,0.0,0.0,728,0.8255817351841662,0.00472766876747969
1070_Bothar,Bothar,Unknown,COMMUNITY_RIDE_SHARING_PLATFORM,0.933,0,0,-1,A community lift-sharing application with a waitlist system (500 users) has been developed.,0.2299275685408743,83,0.2,0.48324680157455785,1,1.0,0.0,0.0,728,0.8239201556839597,0.0018177100175774056
2392_Solit,Solit,Unknown,GROUP_EXPENSE_SETTLEMENT_APP,0.903,0,1,-1,A group expense tracker with a 'Settle' button that initiates real USDC or SOL transfers directly between wallets. This system supports single atomic transactions for multiple settlements.,0.25425746803433624,168,0.2,0.5343818011201031,1,1.0,0.0,0.0,728,0.8230779048448091,0.0034265366562384026
0093_Adler,Adler,Unknown,BOUNTY_MARKETPLACE,0.871,0,1,26,A native iOS app with Privy embedded wallets and an in-app Solana wallet has been built. Funds escrow on-chain via the adler-escrow Anchor program.,0.24202753133184934,176,0.6,0.5086777159925928,1,1.0,0.0,0.0,80,0.8221065721991394,0.003718062764081477
2012_LevelUp,LevelUp,Unknown,VERIFIED_PROGRESSION_PLATFORM,0.914,1,1,-1,"A dashboard displaying user profile, XP, Grow, and Spark tokens is built. A goals page allows users to set goals, submit proof, and receive rewards. A habits page tracks daily completions and awards 'aura'. A leaderboard ranks users by verified accomplishments. An earnings dashboard tracks financial growth. A 'mint packs' storefront currently offers a 'Solana starter pack' with 2,222 units, including physical NFC-chipped versions that trigger on-chain claims. An early version of a 'hero's journey' visualization is also present.",0.2047208230048227,190,0.4,0.43026890407534923,1,1.0,0.5,0.1,728,0.8218100023739854,0.0045052260130942455
0521_P2PLOOT,P2PLOOT,Unknown,IN_GAME_ITEM_MARKETPLACE,0.865,0,0,26,An operational MVP website (p2ploot.com) with 250 active users and 4 paying guilds has been built.,0.26513223214359993,125,0.4,0.5572376726757807,1,1.0,0.0,0.0,80,0.8214480458242533,0.0024735742749984408
0452_Adher.ai,Adher.ai,Unknown,AI_GOVERNANCE_MIDDLEWARE,0.892,1,0,-1,"The project is currently being built and is in active talks with MAS for an AI governance sandbox, and scoping a pilot with a Tier 1 foreign bank in Singapore. It includes a system that intercepts employee questions to AI, applies deterministic rules, and hashes records on Solana.",0.2223007201742385,215,0.2,0.46721718797641426,1,1.0,1.0,0.2,728,0.8210304527211942,0.004819947398732549
2178_RepoRank,RepoRank,Unknown,OPEN_SOURCE_PROJECT_DISCOVERY_PLATFORM,0.931,1,1,-1,"A live website (reporank.co) with a homepage categorized by repos, products, and markets. It includes a submission system for GitHub repositories and products, a data analysis engine that updates repository metrics (stars, language, contributors) every 60 seconds via API, and a claiming mechanism for owners. A verification system using GitHub app or X is implemented. Verified owners can access a profile management system and have the ability to launch Solana-based tokens (markets).",0.14998195909155926,201,0.8,0.3152223219026373,1,1.0,0.5,0.1,728,0.8205027992423087,0.005809683919167795
0170_Atlas Due,Atlas Due,Unknown,ONCHAIN_COUNTERPARTY_VERIFICATION,0.928,0,1,-1,"A system that allows teams to input a Solana wallet, surface key risk signals, generate a concise review memo, and then approve, reject, or escalate that wallet under a policy, with the review record anchored on-chain.",0.209532883035161,224,0.4,0.44038257871385766,1,1.0,0.0,0.0,728,0.8204323197065667,0.005228851888316579
1846_MiCA Compliant Cross-Chain Wallet,MiCA Compliant Cross-Chain Wallet,Unknown,CROSS_CHAIN_WALLET,0.866,0,0,-1,unclear from transcript,0.2626165200942794,102,0.4,0.5519503127944422,1,1.0,0.0,0.0,728,0.8204228341940386,0.0020324398460207153
1452_Deskyrin,Deskyrin,Unknown,INCENTIVIZED_TASK_PLATFORM,0.926,0,1,-1,"A web app, an API backend, and smart contracts have been combined to deliver the platform.",0.15337575519671048,188,1.0,0.3223551817133084,1,1.0,0.0,0.0,728,0.8199538986692462,0.00536114937412133
0111_Terrova,Terrova,Unknown,DECENTRALIZED_AGRICULTURAL_CLAIM_VERIFIER,0.925,2,0,-1,"A system that allows uploading of zero-tag images of crop damage, verifies claims, and stores the results transparently on-chain. An MVP is available.",0.11487836706758152,218,0.6,0.2414438764686364,1,1.0,2.0,0.4,728,0.8191568310408737,0.007330420926140618
2316_IntentMesh,IntentMesh,Unknown,INTENT_LAYER,0.91,0,0,-1,"An AI-powered intent layer on Solana that processes natural language requests for trading or payments, performs safety checks, and routes them to solvers for on-chain execution, utilizing a non-custodial PDA escrow.",0.18334816415644437,182,0.8,0.3853492404823037,1,1.0,0.0,0.0,728,0.8182470721079209,0.004641048421393498
2737_cipher-stack,cipher-stack,Unknown,DEVELOPER_SECURITY_TOOL,0.932,0,1,-1,"A Solana x402 paywall, an autonomous paper-trade module, and a wallet-security GitHub Action have been shipped end-to-end, supported by 5 MIT repositories, 50+ passing tests, and 9 live paid endpoints on Vercel with zero monthly infrastructure cost.",0.1641449566884198,234,0.8,0.3449891886286442,1,1.0,0.0,0.0,728,0.8180236325930867,0.006400864725428441
0761_Polaris Galaxy Hopper,Polaris Galaxy Hopper,Unknown,CROSS_CHAIN_ASSET_BRIDGE,0.866,0,3,-1,"The project has running online chain code, chain link code, Bitcoin nodes, and Solana nodes. Validators and bug bounty hunters are described as 'almost operational' with 'little tweaks' still being worked on. An NFT system for memes is conceptualized.",0.23841394696809423,105,0.6,0.5010829195221815,1,1.0,0.0,0.0,728,0.8172280454851191,0.002241847984622775
0072_Paybot,Paybot,Unknown,MESSAGING_BASED_APPROVAL_BOT,0.903,0,0,-1,A bot that integrates with Telegram (and is wired for WhatsApp) to create Squads vault transactions and proposals based on chat commands.,0.22541820457483325,186,0.4,0.4737693138267695,1,1.0,0.0,0.0,728,0.8170182601795536,0.004129868413489024
0940_FundNProof,FundNProof,Unknown,TRANSPARENCY_AND_AUDIT_TOOL,0.937,0,0,-1,"The specific features and functionalities built are unclear from the transcript, which describes the project at a high conceptual level. No explicit implementation proof is available from the provided evidence.",0.17649546456198553,226,0.6,0.3709466823976484,1,1.0,0.0,0.0,728,0.816541240121604,0.005905892560240702
2410_Lorypten,Lorypten,Unknown,PROTOCOL_ECONOMICS_FRAMEWORK,0.942,0,1,-1,"The platform allows users to open protocol-scoped PDAs tied to VRF, which produce long-lived participation records with evolving state and pool interaction. It includes layers for transparent buyout parameters, referral attribution, and category-specific airdrop pools.",0.2099735847576703,253,0.2,0.44130881691662094,1,1.0,0.0,0.0,728,0.8163537208715371,0.005897404951293277
2280_Wrapto,Wrapto,Unknown,CROSS_CHAIN_BRIDGE,0.866,0,2,-1,"A cross-chain bridge infrastructure that is live on Polygon and Binance Chain, enabling bridging from the PACTIS blockchain to EVM compatible chains. It has processed over 1,700 successful bridges.",0.2359470904031636,107,0.6,0.4958982409187804,1,1.0,0.0,0.0,728,0.8157038572785689,0.0023013252806961385
0435_Spectre Protocol,Spectre Protocol,Unknown,AI_MARKETING_AUTOMATION_PLATFORM,0.922,0,2,-1,"A custom tracker that monitors real-time on-chain behavior and identifies active wallets. A core engine that has successfully distributed over 200,000 NFTs on Solana mainnet for early clients. An AI agent capable of interpreting natural language intent to build interfaces, set up custom infrastructure, and facilitate NFT drops.",0.18645032743708959,238,0.6,0.3918691653997341,1,1.0,0.0,0.0,728,0.814754575905378,0.006003337351147918
1207_LaBBaL,LaBBaL,Unknown,DECENTRALIZED_DATA_LABELING_PLATFORM,0.913,0,1,-1,"A decentralized AI data collection and labeling platform built on Solana and powered by the Sallar decentralized compute network, designed to connect AI companies with contributors and incorporate staking-based incentives, AI-powered validation, KYC, and full on-chain traceability.",0.17421186110219503,235,0.8,0.36614715324587477,1,1.0,0.0,0.0,728,0.8141895441103818,0.006192225173677445
1958_Sage,Sage,Unknown,AI_TRANSACTION_GUARDIAN,0.905,0,0,-1,"An AI agent integrated with Squads Protocol multisig, a Telegram interface for agent interaction and transaction approval, on-chain spending cap enforcement, a system that tracks vote status and spending. The code is live and runs on devnet.",0.2191249351954187,199,0.4,0.4605425297645158,1,1.0,0.0,0.0,728,0.8141881849025503,0.004505649988752382
0529_GitShipt,GitShipt,Unknown,OPEN_SOURCE_TOKENIZATION_PLATFORM,0.931,0,1,-1,A system that connects Bags token launch and fee share rails with GitHub contribution graphs to create a product for repo owners and contributors. It is described as turning GitHub activity into daily contributor leaderboards and routing trading fees.,0.17706764841382513,210,0.6,0.3721492611839541,1,1.0,0.0,0.0,728,0.8137197969143798,0.005476443239201394
2576_QumyrsqaCore,QumyrsqaCore,Unknown,DEPIN_ORCHESTRATION_PROTOCOL,0.925,0,0,-1,unclear,0.14406151160106367,263,1.0,0.3027791106260239,1,1.0,0.0,0.0,728,0.8136697761718085,0.007786128491814122
0465_Sello Protocol,Sello Protocol,Unknown,AI_USAGE_CHECKOUT_SYSTEM,0.92,0,0,-1,"The demo shows an agent interacting with a protected article, where Celo's rules are checked. It demonstrates summarization being allowed with attribution and 'boys' narration' requiring payment, followed by an 'x402 style payment' completion. Narration logs are generated, and Celo records usage receipts on Solana. An early version of Celo achieved top rankings in hackathons. Abal newsroom is presented as the first product built on top of Celo, providing a revenue and evidence console for publishers.",0.18592065636303354,199,0.6,0.39075593720335694,1,1.0,0.0,0.0,728,0.8133689843612879,0.005028896054464092
1758_giogio,giogio,Unknown,INSTANT_PAYOUT_PLATFORM,0.903,0,1,-1,"A web application that allows users to connect a wallet, select an earning platform, view analyzed earnings, and initiate an instant cash-out. The system is live on devnet.",0.218741613203637,157,0.4,0.4597368885459476,1,1.0,0.0,0.0,728,0.8128930175640721,0.0035589837149931146
0086_AIROTC,AIROTC,Unknown,AI_AGENT_OTC_SETTLEMENT_PLATFORM,0.85,0,0,-1,"The system includes an SDK, MCP CLI, and API for agent interaction. An orchestrator coordinates deals. It integrates with Magic Block for routing, ECA for dual MPC release authorization, Umbra for private payoffs, and Torque for recording rewards. A successful end-to-end trade between two real agents, involving private negotiation, funding release, private payout, and proof, was demonstrated.",0.2445837234515126,200,0.6,0.5140501542516343,1,1.0,0.0,0.0,728,0.8125735401727522,0.004193728884726068
2055_SolCoachAutopilot,SolCoachAutopilot,Unknown,AI_DEFI_TASK_AUTOMATION,0.868,0,2,-1,"The project has a frontend for user interaction, a Solana program for managing user coach profiles and daily tasks as PDAs, a Python crank for task generation and resolution, and a support chat proxying to Claude Haiku. It includes a wallet analyzer and yield aggregator. It is deployed on Solana DevNet with 200 users.",0.2286660342898516,261,0.6,0.4805953909770718,1,1.0,0.0,0.0,728,0.8122634615995624,0.005737871228965152
